signal,allocator,cost_bps,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,avg_turnover,violation_rate,avg_max_abs_weight
FinBERT,Naive,5,0.06226930434786726,0.19140579541644007,0.41009502633857514,-0.1739760136039673,1.5308772340459034,1.0,0.19167515357841006
FinBERT,Verifier-Repaired,5,0.0890023862076681,0.07946976237858548,1.1123756681978174,-0.033080238179595156,0.5048076923076923,0.0,0.07869332583276281
FinBERT,Naive,0,0.2881021524359193,0.1915246610681671,1.4169720739297063,-0.1454950431542309,1.5308772340459034,1.0,0.19167515357841006
FinBERT,Verifier-Repaired,0,0.16049280307408043,0.07939782185230881,1.9144857593313165,-0.027653587556298986,0.5048076923076923,0.0,0.07869332583276281
