strategy,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,avg_turnover,violation_rate,avg_max_abs_weight
llm_like_signal_weighted_naive,-0.020550741059862654,0.18187897871129216,-0.023044348796772855,-0.38221857336315157,0.8667438152107501,1.0,0.2000713291365959
llm_like_signal_weighted_repaired,-0.037125954240449954,0.13709092420226945,-0.20725592835556989,-0.3726112770232456,0.4956370781194329,0.0,0.09637551464359081
