date,portfolio_return,turnover,transaction_cost,portfolio_return_net
2020-05-11,-0.0007908413085418901,0.5,0.00025,-0.0010408413085418902
2020-05-12,0.003727949538864377,0.49999999999999994,0.00024999999999999995,0.0034779495388643773
2020-05-13,-0.003602453975328398,0.4999999999999999,0.00024999999999999995,-0.003852453975328398
2020-05-14,0.005271652463300891,0.5,0.00025,0.00502165246330089
2020-05-15,-0.0008259703106705392,0.49999999999999994,0.00024999999999999995,-0.001075970310670539
2020-05-18,-0.0013581461232904986,0.5,0.00025,-0.0016081461232904987
2020-05-19,-0.0006035159623311665,0.5,0.00025,-0.0008535159623311665
2020-05-20,-0.0017357960237267744,0.5,0.00025,-0.0019857960237267746
2020-05-21,0.0031366521291446253,0.49999999999999994,0.00024999999999999995,0.0028866521291446255
2020-05-26,0.0003815565067557965,0.49999999999999994,0.00024999999999999995,0.00013155650675579657
2020-05-27,-0.0037481200068018644,0.5,0.00025,-0.003998120006801865
2020-05-28,0.005647803490132708,0.5,0.00025,0.0053978034901327075
2020-05-29,0.0014422977143445405,0.5,0.00025,0.0011922977143445405
2020-06-01,-0.0022840919258789584,0.5,0.00025,-0.002534091925878958
2020-06-02,-0.00020499424477438827,0.49999999999999994,0.00024999999999999995,-0.0004549942447743882
2020-06-03,0.002172200237910985,0.5,0.00025,0.0019222002379109852
2020-06-04,0.001774673901649195,0.4999999999999999,0.00024999999999999995,0.001524673901649195
2020-06-05,0.0017619817894590783,0.5,0.00025,0.0015119817894590783
2020-06-08,0.0014215512586873064,0.5000000000000001,0.00025000000000000006,0.0011715512586873064
2020-06-09,0.009819132464859442,0.5,0.00025,0.009569132464859442
2020-06-10,0.00740893700170265,0.5,0.00025,0.00715893700170265
2020-06-11,-0.0030317118242128255,0.4999999999999999,0.00024999999999999995,-0.0032817118242128253
