bucket,avg_signal,avg_future_return,median_future_return,count
0,-0.9591505065257192,-0.011713949473325123,-0.00441402182135195,298
1,-0.615505879884429,0.015504160138442389,0.0107731447073184,297
2,0.09361449601878756,0.00485369572253581,0.009059970797293,298
3,0.6372073367175117,0.008916191136482737,0.0111579988124298,296
4,0.9070254340720981,0.013389611367765699,0.0098943161764719,298
