horizon,directional_accuracy,mean_rank_ic,median_rank_ic,ic_positive_rate,num_dates,top_minus_bottom_return
1d,0.468728984532616,0.017233811744206965,0.02132861509064735,0.5267857142857143,112,-0.007125345800515718
5d,0.531271015467384,0.023892151318084937,-0.007463926992976917,0.48214285714285715,112,0.025103560841090822
