date,portfolio_return,turnover,transaction_cost,portfolio_return_net
2020-01-03,-0.006686577752055262,1.0,0.0005,-0.007186577752055261
2020-01-06,0.005416577001108383,1.7541270690004156,0.0008770635345002078,0.004539513466608175
2020-01-07,0.004761141436180059,1.6209085192440364,0.0008104542596220183,0.00395068717655804
2020-01-09,-0.0009089313043146973,1.5828214226988975,0.0007914107113494487,-0.001700342015664146
2020-01-10,0.005355430274781954,1.8722871737501348,0.0009361435868750674,0.0044192866879068865
2020-01-13,-0.0017304211967785897,1.1478557596615933,0.0005739278798307967,-0.002304349076609386
2020-01-15,0.005608845751660787,1.6200495457227089,0.0008100247728613545,0.004798820978799433
2020-01-16,0.0019573220750334916,1.5753187704131837,0.0007876593852065919,0.0011696626898268997
2020-01-17,-0.017991229106812855,1.3960217295036441,0.0006980108647518221,-0.018689239971564676
2020-01-21,0.011318347482351616,1.8414305571586023,0.0009207152785793011,0.010397632203772315
2020-01-22,-0.020118424963450888,1.511648455211946,0.000755824227605973,-0.020874249191056862
2020-01-23,0.002493309629343602,1.7684360963089072,0.0008842180481544536,0.0016090915811891485
2020-01-24,-0.0058925169609353135,1.4243741274631911,0.0007121870637315956,-0.0066047040246669094
2020-01-27,-0.005218070989549492,1.3988547641555769,0.0006994273820777884,-0.00591749837162728
2020-01-29,0.01710873184723725,1.8237489786771397,0.0009118744893385699,0.01619685735789868
2020-01-30,0.00589009952277426,1.455638693926612,0.000727819346963306,0.005162280175810954
2020-01-31,0.013698469052122082,1.2604448595045457,0.0006302224297522729,0.013068246622369809
2020-02-04,0.051250161337899544,1.7072268467458065,0.0008536134233729033,0.05039654791452664
2020-02-05,-0.007475474449981425,0.9293066713809263,0.00046465333569046315,-0.007940127785671889
2020-02-06,0.0005377678520676573,1.7983326730604288,0.0008991663365302144,-0.00036139848446255706
2020-02-10,0.006301327808506987,1.468328987496875,0.0007341644937484376,0.005567163314758549
2020-02-11,-0.0024030024204267646,1.2029244909166803,0.0006014622454583402,-0.003004464665885105
2020-02-12,-0.009838183029364046,1.1112224477938533,0.0005556112238969266,-0.010393794253260973
2020-02-13,0.005216464454001462,1.8069837074184545,0.0009034918537092273,0.004312972600292234
2020-02-14,-0.0005289361000548234,1.036880666187943,0.0005184403330939716,-0.001047376433148795
2020-02-18,-0.0037718111482932916,1.7074401550683975,0.0008537200775341988,-0.004625531225827491
2020-02-19,-0.005475445346748507,1.3095838162636197,0.0006547919081318099,-0.0061302372548803176
2020-02-20,0.01247541349064471,1.5152652445934591,0.0007576326222967296,0.011717780868347981
2020-02-21,0.007418349826286924,1.165338047565854,0.000582669023782927,0.006835680802503997
2020-02-24,0.010258148205877575,1.5726751056492212,0.0007863375528246107,0.009471810653052965
2020-02-25,0.009048009550971129,1.2790941279007395,0.0006395470639503698,0.008408462487020759
2020-02-26,0.022919409595231085,1.5827350468245267,0.0007913675234122634,0.022128042071818822
2020-02-27,-0.006935614292405631,2.0,0.001,-0.007935614292405632
2020-02-28,0.006079138987656561,2.0,0.001,0.005079138987656561
2020-03-02,0.0006614158414856267,1.5459447357168021,0.0007729723678584011,-0.00011155652637277443
2020-03-03,-0.006102303999429012,1.4861329509599948,0.0007430664754799974,-0.006845370474909009
2020-03-04,0.007224776633072822,1.6053659340404671,0.0008026829670202336,0.006422093666052588
2020-03-05,0.011782049446214686,1.5460389004243575,0.0007730194502121787,0.011009029996002508
2020-03-06,-0.009006303884953678,1.109827821810867,0.0005549139109054335,-0.009561217795859112
2020-03-09,-0.0036317426248497382,1.4738125632466232,0.0007369062816233116,-0.0043686489064730495
2020-03-10,-0.004767691181244956,1.9554200948716307,0.0009777100474358154,-0.005745401228680771
2020-03-11,0.0015810427678417793,1.4125813213458163,0.0007062906606729081,0.0008747521071688711
2020-03-12,0.015024419203149526,1.424000653005745,0.0007120003265028725,0.014312418876646653
2020-03-13,0.013109231499234252,1.456215832328558,0.000728107916164279,0.012381123583069973
2020-03-16,-0.004890776185628059,2.0,0.001,-0.005890776185628059
2020-03-17,0.013093782770971134,2.0,0.001,0.012093782770971135
2020-03-18,0.017508371878641644,2.0,0.001,0.016508371878641643
2020-03-19,0.0020951931225499914,1.9661095628407896,0.0009830547814203949,0.0011121383411295965
2020-03-20,0.016513315959765133,1.0407540999790017,0.0005203770499895009,0.01599293890977563
2020-03-23,-0.018955878883789922,1.3943224222902357,0.0006971612111451178,-0.01965304009493504
2020-03-24,-0.008369602771950185,1.2030443664672792,0.0006015221832336396,-0.008971124955183825
2020-03-25,-0.00847575885382779,1.7979450418068916,0.0008989725209034459,-0.009374731374731236
2020-03-26,0.008389693547152292,1.9139274113485127,0.0009569637056742564,0.007432729841478036
2020-03-27,0.006288718863003363,1.6768852274953934,0.0008384426137476967,0.005450276249255666
2020-03-30,-0.022083428749295544,2.0,0.001,-0.023083428749295545
2020-03-31,-0.011766112557834739,1.3592294002104022,0.0006796147001052011,-0.01244572725793994
2020-04-01,0.008017326037576883,1.8827362213779817,0.0009413681106889909,0.007075957926887892
2020-04-02,-0.00674676731983164,1.5996108682486114,0.0007998054341243057,-0.007546572753955946
2020-04-03,-0.024561453764347246,1.6418140457561663,0.0008209070228780832,-0.02538236078722533
2020-04-06,-0.02121136671629106,2.0,0.001,-0.02221136671629106
2020-04-07,0.005414885777760562,1.3323273246924303,0.0006661636623462152,0.004748722115414347
2020-04-08,-0.0038657359921880257,1.5520947185392757,0.0007760473592696379,-0.004641783351457663
2020-04-09,-0.018653799103283335,1.5142848893001002,0.0007571424446500501,-0.019410941547933387
2020-04-13,0.018375838767083888,1.4464692557669379,0.000723234627883469,0.017652604139200417
