date,portfolio_return,turnover,transaction_cost,portfolio_return_net
2020-04-14,-0.006832427624888443,1.9495997529688949,0.0009747998764844475,-0.007807227501372891
2020-04-15,0.013770256475802257,1.7998374138526483,0.0008999187069263242,0.012870337768875932
2020-04-16,-0.030741139900867288,1.6520241704417427,0.0008260120852208714,-0.03156715198608816
2020-04-17,-0.0040484465550724895,1.544981267596486,0.000772490633798243,-0.004820937188870732
2020-04-20,0.0026493371732633116,1.7573730915821177,0.0008786865457910589,0.0017706506274722527
2020-04-21,-0.014458042830868293,1.180044840474153,0.0005900224202370765,-0.01504806525110537
2020-04-22,0.0019913020995925255,1.7240383874913314,0.0008620191937456658,0.0011292829058468599
2020-04-23,0.0017658045092995027,1.4417299316109682,0.0007208649658054841,0.0010449395434940186
2020-04-24,-0.017698754987571754,1.385691898999886,0.0006928459494999431,-0.018391600937071696
2020-04-27,0.012232993952568227,1.051726785619887,0.0005258633928099435,0.011707130559758283
2020-04-28,0.024352126336907157,1.1185016304226836,0.0005592508152113418,0.023792875521695817
2020-04-29,-0.006831579615723574,1.2249223993545406,0.0006124611996772703,-0.007444040815400844
2020-04-30,0.0028047547619613217,1.5821677212810903,0.0007910838606405452,0.0020136709013207767
2020-05-01,-0.010827315109107685,1.5647039380996928,0.0007823519690498464,-0.011609667078157531
2020-05-04,0.003985151767535043,1.4939234286251162,0.0007469617143125581,0.0032381900532224847
2020-05-05,-0.007215008803175369,1.617940193647473,0.0008089700968237365,-0.008023978899999106
2020-05-07,0.0010481913035229064,1.5143438673963456,0.0007571719336981729,0.00029101936982473355
2020-05-08,-0.0009692226728772561,1.37935419164274,0.00068967709582137,-0.0016588997686986262
2020-05-11,-0.003789382338691113,1.327016431863387,0.0006635082159316936,-0.004452890554622806
2020-05-12,0.0024375238929756366,1.545709149012949,0.0007728545745064745,0.0016646693184691622
2020-05-13,-0.005642930183862997,1.335656078779944,0.0006678280393899721,-0.006310758223252969
2020-05-14,0.004995058689805924,1.5949289765983294,0.0007974644882991648,0.00419759420150676
2020-05-15,0.0008845676877300096,1.4243456378446844,0.0007121728189223422,0.0001723948688076674
2020-05-18,-0.006083899210435867,1.54217863964487,0.000771089319822435,-0.006854988530258302
2020-05-19,-0.0024946872750016237,1.481457629842809,0.0007407288149214045,-0.0032354160899230283
2020-05-20,-0.003335670575009054,1.2690289487593214,0.0006345144743796607,-0.003970185049388715
2020-05-21,0.010262718794304631,1.8900668310949176,0.0009450334155474588,0.009317685378757172
2020-05-26,-0.0047884303216250285,1.2506476383132636,0.0006253238191566319,-0.00541375414078166
2020-05-27,-0.013286643940842445,1.550613072881529,0.0007753065364407646,-0.01406195047728321
2020-05-28,0.02056170416668591,1.8140278469986215,0.0009070139234993108,0.019654690243186602
2020-05-29,0.012615276049439595,1.0196665977774473,0.0005098332988887237,0.01210544275055087
2020-06-01,-0.0068276669599169615,1.125141899083525,0.0005625709495417625,-0.007390237909458724
2020-06-02,0.012459398132897485,1.8641910268043147,0.0009320955134021573,0.011527302619495328
2020-06-03,0.008309273502218061,1.603572490810671,0.0008017862454053356,0.007507487256812726
2020-06-04,-0.00908269214485644,1.5911913789002525,0.0007955956894501263,-0.009878287834306566
2020-06-05,0.004177308718154621,1.4331408200956046,0.0007165704100478023,0.003460738308106819
2020-06-08,-0.0006526787264546038,1.5442079167040075,0.0007721039583520038,-0.0014247826848066076
2020-06-09,0.023714827340337554,1.3901925080026036,0.0006950962540013018,0.023019731086336252
2020-06-10,0.016105295761689873,1.0471456887142978,0.0005235728443571489,0.015581722917332725
2020-06-11,0.004354781445587527,1.9999999999999998,0.0009999999999999998,0.003354781445587527
