strategy,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,avg_turnover,violation_rate,avg_max_abs_weight
finbert_naive,0.06226930434786726,0.19140579541644007,0.41009502633857514,-0.1739760136039673,1.5308772340459034,1.0,0.19167515357841006
finbert_repaired,0.0890023862076681,0.07946976237858548,1.1123756681978174,-0.033080238179595156,0.5048076923076923,0.0,0.07869332583276281
